case_id,split,U,alpha,alpha2,naca_0,naca_1,naca_2,naca_3,cl,cd
airFoil2D_SST_39.501_0.468_2.912_7.633_0.0_12.416,train,39.501,0.468,0.21902400000000002,2.912,7.633,0.0,12.416,0.3706190528750207,0.009768370830373761
airFoil2D_SST_39.5_6.696_3.171_5.789_1.0_15.144,train,39.5,6.696,44.836416,3.171,5.789,1.0,15.144,0.9726336705599754,0.01357081710724576
airFoil2D_SST_39.691_-0.572_1.652_3.047_0.0_15.719,train,39.691,-0.572,0.3271839999999999,1.652,3.047,0.0,15.719,0.04273181508026099,0.010052848929083204
airFoil2D_SST_39.908_2.734_5.282_6.992_12.437,train,39.908,2.734,7.474756,5.282,6.992,12.437,0.0,0.9676805019316359,0.013207127840129802
airFoil2D_SST_40.175_10.442_1.962_3.054_0.0_6.878,train,40.175,10.442,109.035364,1.962,3.054,0.0,6.878,1.2239671330230621,0.015338253721834243
airFoil2D_SST_40.316_2.112_2.249_3.647_1.0_11.624,train,40.316,2.112,4.4605440000000005,2.249,3.647,1.0,11.624,0.38637501115665634,0.00955638490962079
airFoil2D_SST_40.39_-2.548_1.735_6.956_1.0_14.447,train,40.39,-2.548,6.492304,1.735,6.956,1.0,14.447,-0.09501345593577748,0.00985701400264696
airFoil2D_SST_40.585_14.545_0.315_2.716_9.25,train,40.585,14.545,211.557025,0.315,2.716,9.25,0.0,1.4495179483083527,0.026725241310038735
airFoil2D_SST_40.758_12.911_3.336_5.667_0.0_6.882,train,40.758,12.911,166.693921,3.336,5.667,0.0,6.882,1.5846947454213238,0.022167817782031012
airFoil2D_SST_40.801_5.011_3.732_3.031_0.0_5.965,train,40.801,5.011,25.110121,3.732,3.031,0.0,5.965,0.7781394461600393,0.009868611457044773
airFoil2D_SST_40.963_7.126_0.462_7.797_1.0_16.134,train,40.963,7.126,50.779876,0.462,7.797,1.0,16.134,0.7811316835437366,0.01254787810814995
airFoil2D_SST_41.134_8.609_3.265_7.661_0.0_18.89,train,41.134,8.609,74.114881,3.265,7.661,0.0,18.89,1.1271144737209546,0.018572989488932903
airFoil2D_SST_41.15_2.464_0.43_5.077_0.0_14.973,train,41.15,2.464,6.071296,0.43,5.077,0.0,14.973,0.29510323982464565,0.010095097242306322
airFoil2D_SST_41.173_6.263_2.832_7.223_0.0_15.006,train,41.173,6.263,39.225169,2.832,7.223,0.0,15.006,0.9383215780905632,0.013053414399869574
airFoil2D_SST_41.191_11.852_3.688_0.0_17.865,train,41.191,11.852,140.469904,3.688,0.0,17.865,0.0,1.1465648173557028,0.01822961522897768
airFoil2D_SST_41.234_3.266_1.07_5.786_0.0_14.875,train,41.234,3.266,10.666756,1.07,5.786,0.0,14.875,0.44018283363187016,0.010427597505587274
airFoil2D_SST_41.245_-0.832_0.706_3.621_0.0_15.243,train,41.245,-0.832,0.692224,0.706,3.621,0.0,15.243,-0.03897380405192321,0.009864866040819528
airFoil2D_SST_41.299_2.953_3.854_0.0_17.049,train,41.299,2.953,8.720208999999999,3.854,0.0,17.049,0.0,0.30576933460122757,0.01066248826763576
airFoil2D_SST_41.311_-3.941_2.322_4.945_6.189,train,41.311,-3.941,15.531481,2.322,4.945,6.189,0.0,-0.15607637868004756,0.008611955994283355
airFoil2D_SST_41.343_-4.157_6.892_0.0_19.804,train,41.343,-4.157,17.280649,6.892,0.0,19.804,0.0,-0.3955182514550813,0.011770915215406342
airFoil2D_SST_41.397_8.271_5.385_1.669_5.718,train,41.397,8.271,68.40944100000002,5.385,1.669,5.718,0.0,1.3817499788789898,0.014084864779044248
airFoil2D_SST_41.402_13.739_1.243_5.342_1.0_17.799,train,41.402,13.739,188.76012100000003,1.243,5.342,1.0,17.799,1.3524009258462955,0.02486327495905428
airFoil2D_SST_41.403_-2.446_1.908_4.316_0.0_5.008,train,41.403,-2.446,5.982916000000001,1.908,4.316,0.0,5.008,-0.12396241431528394,0.008315701151704515
airFoil2D_SST_41.471_4.742_2.884_3.027_5.619,train,41.471,4.742,22.486564,2.884,3.027,5.619,0.0,0.8109013517970359,0.009739797372141592
airFoil2D_SST_41.51_6.319_2.605_4.961_1.0_6.003,train,41.51,6.319,39.929761,2.605,4.961,1.0,6.003,0.8993174762002217,0.010554844147788124
airFoil2D_SST_41.538_7.624_0.971_1.971_5.516,train,41.538,7.624,58.125375999999996,0.971,1.971,5.516,0.0,0.9128936994986225,0.011865269462529268
airFoil2D_SST_41.698_7.639_0.871_4.707_1.0_12.753,train,41.698,7.639,58.354321000000006,0.871,4.707,1.0,12.753,0.8790807173875974,0.012173367770994075
airFoil2D_SST_41.853_-1.39_0.992_3.814_15.169,train,41.853,-1.39,1.9320999999999997,0.992,3.814,15.169,0.0,-0.04825121593294123,0.009861558713721142
airFoil2D_SST_42.039_3.466_2.062_4.256_1.0_11.7,train,42.039,3.466,12.013156000000002,2.062,4.256,1.0,11.7,0.5323962161717141,0.009920667815200694
airFoil2D_SST_42.081_2.987_5.424_4.632_12.469,train,42.081,2.987,8.922169,5.424,4.632,12.469,0.0,0.9061999096293478,0.011792264451609117
airFoil2D_SST_42.237_11.667_4.44_0.0_15.021,train,42.237,11.667,136.118889,4.44,0.0,15.021,0.0,1.177867361009242,0.016915190916576173
airFoil2D_SST_42.265_11.823_1.421_3.474_1.0_19.075,train,42.265,11.823,139.783329,1.421,3.474,1.0,19.075,1.1922759870429387,0.020234572902547335
airFoil2D_SST_42.305_7.66_6.26_2.256_12.622,train,42.305,7.66,58.6756,6.26,2.256,12.622,0.0,1.3711536631767245,0.016270726656299812
airFoil2D_SST_42.444_-2.735_2.719_5.132_0.0_18.918,train,42.444,-2.735,7.480224999999999,2.719,5.132,0.0,18.918,-0.05645048689712332,0.010886259776347582
airFoil2D_SST_42.531_-3.927_1.264_6.838_0.0_7.489,train,42.531,-3.927,15.421329,1.264,6.838,0.0,7.489,-0.3007561417417155,0.00881441791492451
airFoil2D_SST_42.675_2.276_3.443_4.14_0.0_8.974,train,42.675,2.276,5.1801759999999994,3.443,4.14,0.0,8.974,0.5078661774181024,0.009261247419893752
airFoil2D_SST_42.847_13.708_0.655_3.944_0.0_7.77,train,42.847,13.708,187.909264,0.655,3.944,0.0,7.77,1.4115241874566336,0.02484939193718636
airFoil2D_SST_42.907_8.519_3.347_5.833_0.0_19.185,train,42.907,8.519,72.573361,3.347,5.833,0.0,19.185,1.0915363921310013,0.01756908112686456
airFoil2D_SST_42.943_-2.484_2.224_7.882_1.0_18.498,train,42.943,-2.484,6.170256,2.224,7.882,1.0,18.498,-0.024657440759123343,0.010787996744586165
airFoil2D_SST_42.977_8.798_0.92_7.893_1.0_11.332,train,42.977,8.798,77.404804,0.92,7.893,1.0,11.332,1.035368236596083,0.013029452834715313
airFoil2D_SST_43.155_6.628_3.125_7.527_0.0_5.947,train,43.155,6.628,43.930384000000004,3.125,7.527,0.0,5.947,1.054266663019714,0.011313934982247972
airFoil2D_SST_43.169_8.874_0.517_5.487_13.672,train,43.169,8.874,78.747876,0.517,5.487,13.672,0.0,0.9861467235478883,0.013328236491980755
airFoil2D_SST_43.23_6.75_3.857_5.53_1.0_5.369,train,43.23,6.75,45.5625,3.857,5.53,1.0,5.369,1.0654133945696553,0.011283653664750952
airFoil2D_SST_43.327_8.905_4.236_6.511_10.744,train,43.327,8.905,79.29902499999999,4.236,6.511,10.744,0.0,1.4356203713674998,0.016645809000674854
airFoil2D_SST_43.495_3.595_0.258_3.232_1.0_14.144,train,43.495,3.595,12.924025000000002,0.258,3.232,1.0,14.144,0.3987966853824348,0.01007090066277743
airFoil2D_SST_43.501_10.071_4.641_5.09_13.543,train,43.501,10.071,101.425041,4.641,5.09,13.543,0.0,1.4758602860713477,0.01938813755677265
airFoil2D_SST_43.561_0.582_1.359_2.351_5.423,train,43.561,0.582,0.33872399999999997,1.359,2.351,5.423,0.0,0.19956169901614523,0.007910930804257723
airFoil2D_SST_43.562_-3.431_1.767_5.139_0.0_15.991,train,43.562,-3.431,11.771761,1.767,5.139,0.0,15.991,-0.2104423190957923,0.010214507974005197
airFoil2D_SST_43.575_9.308_3.448_4.441_16.051,train,43.575,9.308,86.638864,3.448,4.441,16.051,0.0,1.2636101208191266,0.017245300248752933
airFoil2D_SST_43.597_5.932_3.551_3.1_1.0_18.252,train,43.597,5.932,35.188624000000004,3.551,3.1,1.0,18.252,0.8098928779263319,0.013430824194215079
airFoil2D_SST_43.61_7.882_2.642_5.195_0.0_10.138,train,43.61,7.882,62.125924,2.642,5.195,0.0,10.138,1.0675843637833393,0.012537199820484497
airFoil2D_SST_43.786_-1.525_6.365_3.656_11.495,train,43.786,-1.525,2.3256249999999996,6.365,3.656,11.495,0.0,0.4966504819612006,0.01005604111739324
airFoil2D_SST_43.868_7.729_6.452_0.0_14.14,train,43.868,7.729,59.737441000000004,6.452,0.0,14.14,0.0,0.8174782942686138,0.012145117225202444
airFoil2D_SST_43.911_10.067_6.259_4.589_11.269,train,43.911,10.067,101.34448900000001,6.259,4.589,11.269,0.0,1.6197224936779582,0.020771189712129653
